7.229
7.703
7.002
8.943
6.887
6.973
7.518
7.164
7.052
6.356
7.977
6.67
7.167
6.324
7.942
8.4
5.679
6.865
6.869
6.558
7.363
7.008
7.471
7.658
7.294
7.828
8.62
6.58
6.67
8.485
8.661
4.965
7
7.284
6.906
6.197
5.853
7.994
8.194
5.924
7.088
7.291
9.076
7.582
7.621
6.443
6.652
5.831
5.821
7.77
9.276
7.968
7.403
8.894
5.795
6.902
7.491
9.869
5.919
7.416
8.293
7.126
7.636
6.542
8.384
6.931
7.27
6.044
7.401
5.07
8.49
8.606
7.894
5.964
6.809
4.962
5.084
6.672
5.314
9.203
6.978
7.619
7.459
6.927
7.5
7.749
7.454
7.393
6.723
8.933
7.382
6.137
6.779
6.421
6.974
7.696
7.259
7.365
7.874
5.919
